TWT,greedy twt,TT,greedy TT,tardy jobs,greed tardy jobs,Total weighted earliness,Total weighted earliness greedy,number of early jobs,number of early jobs greedy,total earliness,total earliness greedy
106758,135851,14358,17905,94,95,718,868,6,5,85,98
133963,160716,13972,16761,93,95,1178,770,7,5,115,75
108682,122503,13900,15459,90,96,1092,632,10,4,106,48
99525,116912,13023,15058,90,91,1854,1384,10,9,193,160
116613,134230,18335,20910,96,98,630,170,4,2,63,17
116876,140207,18610,22048,97,97,220,0,3,3,22,0
116397,134159,19662,22487,95,97,750,480,5,3,75,48
127316,148288,20628,23771,94,97,510,140,6,3,51,14
116742,141516,19626,23169,97,99,390,290,3,1,39,29
122645,146960,19739,23259,94,99,490,150,6,1,49,15
123529,144257,20014,23218,95,96,510,430,5,4,51,43
97321,114587,17172,19712,95,98,380,310,5,2,38,31
109779,134904,17681,21421,96,96,520,820,4,4,52,82
123031,146157,20054,23557,95,98,400,220,5,2,40,22
191674,224539,21240,24845,97,99,246,280,3,1,25,20
163494,204326,20497,25204,96,100,468,0,4,0,62,0
212691,246464,24345,27992,97,97,638,520,3,3,49,44
211236,246563,22359,26033,96,95,446,634,4,5,49,67
177918,197604,21471,23651,96,97,608,112,4,3,60,8
158098,175939,20460,22610,94,96,330,850,6,4,35,71
170600,190197,22429,24730,96,97,646,54,4,3,61,9
187164,212772,21481,24405,95,99,362,154,5,1,35,11
188192,212596,22030,24710,94,97,408,404,6,3,40,30
184900,218719,22533,26255,93,99,850,182,7,1,83,13
102529,122302,17032,20143,94,98,760,630,6,2,76,63
111920,131709,18080,21025,95,98,460,120,5,2,46,12
105450,121817,18033,20719,95,98,880,540,5,2,88,54
105324,116562,16812,18598,97,98,690,220,3,2,69,22
99934,121602,16648,20037,94,96,1043,756,6,4,105,76
109028,122283,18346,20543,94,95,1410,710,6,5,141,71
106182,122194,18171,20686,94,94,870,440,6,6,87,44
102415,115115,17464,19556,92,94,718,709,8,6,72,71
102865,116329,17229,19366,93,91,1460,1216,7,9,146,122
105431,127160,17687,20937,90,97,1320,320,10,3,132,32
155068,187107,18434,22096,93,97,1314,462,7,3,131,45
