TWT,greedy twt,TT,greedy TT,tardy jobs,greed tardy jobs,Total weighted earliness,Total weighted earliness greedy,number of early jobs,number of early jobs greedy,total earliness,total earliness greedy
92847,126054,10357,13509,67,70,1199,240,8,5,143,39
77654,106572,8729,11288,68,70,987,521,7,5,119,57
75629,100770,7969,10835,64,71,1069,608,11,4,164,86
78929,88860,10596,12720,90,97,863,64,10,3,131,13
75514,87179,10676,12942,94,94,355,290,6,6,61,49
87999,102887,12390,14391,92,94,711,534,8,6,93,70
71798,83322,10553,11830,94,90,519,604,6,10,79,91
87174,109331,11863,15194,93,96,352,134,7,4,54,19
74156,87610,10724,12151,92,95,465,403,8,5,68,52
81269,94919,11404,13036,93,93,519,438,7,7,77,76
77280,96107,11038,13208,94,96,506,111,6,4,53,18
66542,85622,9981,12422,92,94,830,165,8,6,113,27
81375,100427,11580,14295,92,93,621,340,8,7,81,53
104152,135567,11838,15556,92,96,496,209,8,4,55,29
125017,148642,13090,16181,92,97,606,213,8,3,62,41
102537,131269,12049,14733,95,96,434,285,5,4,59,37
104552,146217,11760,15721,93,96,868,245,7,4,101,31
116044,138526,12714,15258,88,92,1181,639,12,8,129,79
126620,145010,14281,15693,94,94,505,645,6,6,58,62
120968,149724,13204,15713,94,94,690,336,6,6,81,55
113528,140969,12086,15304,88,95,1126,276,12,5,154,34
104012,137204,11894,15190,90,97,645,303,10,3,82,41
109645,139267,12244,15537,93,96,654,180,7,4,72,35
73131,93442,10719,13227,87,92,927,524,13,8,121,72
77735,91807,10983,13129,87,94,1290,542,13,6,192,81
76495,88607,10547,12394,85,95,1618,483,15,5,226,72
70058,85200,9597,12104,86,92,1494,752,14,8,233,88
64914,76959,9918,11147,88,94,801,1160,12,6,107,147
66464,82492,9830,11991,85,94,1533,841,15,6,235,115
73774,98543,10329,14381,92,95,599,332,8,5,112,65
82074,102200,10845,13490,89,89,1072,1385,11,11,168,179
71365,92884,10126,13241,88,92,847,570,12,8,148,90
67677,84555,9654,12382,91,89,821,1305,9,11,141,193
104717,131959,12502,15366,86,95,2192,331,14,5,255,39
108147,132117,12154,14435,86,90,1708,937,14,10,202,136
98492,123525,11341,14155,90,93,1256,438,10,7,147,82
107260,129841,12629,14335,89,88,1183,1630,11,12,119,161
120860,143898,12125,14153,90,96,1508,147,10,4,168,20
124404,157791,13655,16954,88,96,1770,709,12,4,215,77
112248,142904,12839,16000,91,94,1127,413,9,6,140,56
135460,169290,13523,17033,90,94,1285,834,10,6,150,97
111367,138473,12110,15164,90,95,866,673,10,5,113,62
105629,130443,12220,14931,88,93,2081,1434,12,7,230,140
113176,139411,15977,19008,91,96,857,191,9,4,98,27
115791,153157,15947,21575,92,99,759,80,8,1,113,10
117702,141218,17014,19627,94,96,309,418,6,4,53,55
134661,156576,18183,21638,97,95,360,246,3,5,36,34
122653,156518,17219,22287,93,98,451,470,7,2,59,49
126614,145188,17998,20006,93,98,448,208,7,2,48,28
127967,152475,18139,21578,95,95,385,154,5,5,45,27
105450,136918,16109,19568,98,98,200,200,2,2,29,24
118580,149612,16420,21049,97,96,84,256,3,4,21,44
123190,152999,18315,22795,95,98,184,110,5,2,29,11
184770,228620,19436,23937,94,97,632,166,6,3,72,18
169029,210491,18939,23510,92,96,400,479,8,4,43,68
225020,260726,23791,26958,94,98,271,148,6,2,56,28
221117,265972,22765,25977,95,96,352,381,5,4,46,53
174139,215915,19450,22909,96,98,430,212,4,2,40,27
172957,200291,19456,21945,94,94,791,743,6,6,78,82
173264,215029,19453,23623,98,99,464,30,2,1,51,5
179671,211013,19940,22097,96,96,568,449,4,4,50,59
182088,218425,19394,22857,96,97,405,160,4,3,49,20
194209,229025,20519,25115,93,97,591,148,7,3,69,14
101415,130691,14215,18597,86,94,957,448,14,6,138,73
109128,130703,15021,17679,88,95,1086,460,12,5,139,92
110177,127116,15748,18338,94,96,832,434,6,4,119,51
115480,134353,16196,18489,95,95,394,363,5,5,56,53
108191,133213,14942,18670,92,95,1164,492,8,5,160,71
111558,138621,16357,18986,91,90,616,921,9,10,99,129
