Insrance Number,Size,LPT,ERT,EDD,FDD,ODD,LST,CI,Size-ANN,LPT-ANN,ERT-ANN,EDD-ANN,FDD-ANN,ODD-ANN,LST-ANN,CI-ANN
1,88.34,179.56,80.16,46.6,70.77,33.28,185.97,173.09,29.66,9.05,97.41,5.37,2.7,0.04,55.93,35.63
2,131.52,237.35,116.67,360.53,66.44,58.86,203.11,237.8,40.68,0,12.05,45,0,8.03,66.59,8.79
3,189.3,233.5,90.28,165.92,72.98,108.53,161.6,48.28,41.68,32.37,52.6,23.65,2.4,24.97,47.62,38.24
4,247.78,216.66,10.86,106.47,93.17,60.96,96.68,138.27,85.74,0.06,68.59,29.63,3.91,13.23,48.13,45.97
5,220.43,206.25,49.09,73.31,67.81,74.21,84.13,86.83,74.51,0.35,58.84,8.78,9.5,29.59,65.54,65.12
6,123.3,143.84,75.99,92.58,54.69,133.19,105.96,80.9,28.54,27.79,69.09,25.34,2.13,17.48,49.3,61.65
7,528.26,307.45,348.79,369.1,121.89,163.47,265.51,407.58,102.65,27.61,121.29,30.24,1.44,42.07,93.81,137.06
8,434.03,648.35,296.78,295.73,190.14,183.68,374.67,233.67,142.65,2.89,258.66,98.28,43.3,67.87,197.01,155.35
9,176.08,210.25,118.97,202.87,85.64,64.61,158.84,225.69,13.27,19.61,21.41,30.77,3.71,5.89,35.25,0.06
10,190.84,308.65,132.69,118.36,178.36,127.16,206.68,148.44,21.92,57.53,82.25,1.56,38.51,38.17,77.05,82.5
11,235.32,175.87,49.61,116.73,58.09,80.55,121.07,133.47,45.31,16.89,56.43,31.76,7.94,0.27,50.85,77.4
12,107.07,169.07,59.41,104.66,72.33,52.86,121.44,105.74,14.01,0.01,1.85,5.91,12.68,9.55,1.27,14.52
13,102.04,150.4,93.95,55.6,45.56,24.56,54.13,12.26,20.41,4.94,1.42,0.01,10.53,4.49,29.07,23
14,106.94,113.28,69.34,72.35,53.05,39.87,71.38,70.31,20.75,8.65,0.66,20.78,9.54,12.51,19.75,23.29
15,191.35,254.77,44.64,50.05,37.32,26.53,67.37,48.96,26.31,12.82,27.02,7.41,0.09,4.67,11.84,18.98
16,331.46,345.1,123.77,120.19,89.34,75.25,126.66,114.55,55.3,35.95,12.65,11.5,28.18,0.38,79.67,76.09
17,176.53,148.92,64.11,146.21,41.86,51.15,155.33,136.28,26.69,8.31,11.69,12.65,0.39,14.5,12.27,28.51
18,76.29,134.48,29.89,90.64,45.89,9.28,72.88,97.95,3.99,1.68,4.19,10.93,0,2.82,8.2,0.54
19,139.02,173.99,172.2,98.33,32.96,57.61,106.6,48.27,32.13,19.18,37.83,23.8,5.28,0.16,24.61,33.29
20,99.15,63.36,82.64,39.64,66.22,80.32,43.65,56.23,0.01,6.27,33.55,1.19,21.14,20.17,31.37,16.26
21,256.55,265.06,144.56,142.36,65.51,61.85,110.34,144.19,76.67,30.56,92.23,16.29,7.5,0,64.6,0.64
22,3085.19,2236.62,1030.8,684.81,798.27,665.12,1137.69,341.63,835.77,366.95,1103.94,18.14,236.62,402.58,630.43,586.36
23,600.67,958.83,417.14,359.88,435.99,345.65,483.65,251.76,251.4,161.77,366.99,3.5,57.92,105.58,305.82,317.2
24,266.55,261.08,288.76,150.58,205.27,114.97,192.33,267.33,76.02,54.14,162.52,1.57,9.16,7.93,55.59,0.01
25,817.79,692.25,537.76,481.04,302.03,305.87,528.9,304.4,250.63,268.65,462.73,15.2,134.25,111.5,156.4,293.76
26,413.25,330.31,316.88,275.21,221.1,206.69,409.5,195.63,118.61,86.62,192.47,3.87,40.01,49.29,140.53,103.6
27,436,394.81,220.78,377.39,127.83,162.78,146.44,127.23,50.72,0.28,41.48,11.09,14.21,43.52,31.63,93.72
28,610.64,769.07,429.24,268.14,382.49,378.75,224.06,259.06,204.29,182.39,264.4,19.95,150.33,123.88,252.38,179.18
29,244.57,262.23,144.63,223.03,156.87,125.73,206.21,177.02,54.29,0.08,112.94,4.53,35.52,35.52,79.17,76.94
30,523.86,684.63,243.31,153.96,264.45,237.87,390.31,383.27,156.2,37.71,463.65,1.52,32.27,56.29,323.7,137.31
31,75.31,116.36,88,43.94,62.76,29.57,48.28,67.04,0.12,3.82,5.25,3.66,11.43,6.76,15.89,18.36
32,598.16,521.41,186.62,372.24,107.76,178.19,350.8,184.4,81.51,45.77,108.58,107.64,25.97,1.13,66.16,73.08
33,316.78,503.65,166.52,128.85,216.08,189.46,98.44,64.35,48.57,33.84,64.04,2.27,70.35,76.66,78.77,54.25
34,159.54,209.14,120.75,162.65,103.31,107.32,158.81,183.36,28.99,24.17,28.83,4.6,0.1,32.43,35.62,8.7
35,298.91,455.6,225.17,181,128.35,108.97,181.72,174.87,98.42,43.25,83,44.51,13.95,0.43,105.45,129.7
36,149.63,284.29,124.26,170.8,106.64,106.43,124.79,147.49,0.01,9.96,48.88,44.61,5.62,26.65,43.81,1.88
37,198.48,263.65,100.2,252.34,168.73,147.86,240.86,139.63,19.79,5.87,8.89,17.23,7.84,70.46,0.13,26.16
38,102,145.47,98.2,67.12,46.11,44.04,62.73,44.39,9.51,15.7,50.93,3.82,9.35,0.1,27.97,23.97
39,143.84,183.17,128.29,126.99,102.64,74.09,129.69,108.71,20.68,10.44,0.21,35.96,6.21,7.68,19.11,13.79
40,234.92,157.64,46.8,60.7,81.91,82.07,155.15,149.11,39.64,2.36,7.13,33.12,7.66,0.02,17.15,38.42
41,133.06,123.74,43.56,43.4,38.78,44.12,54.11,40.68,19.63,11.88,11.11,10.66,0.85,16.96,10.95,22.78
42,134.02,106.75,79.68,75.93,50.36,42.96,59.5,93.41,24.87,9.05,21.82,0.61,31.05,19.1,30.48,41.76
43,74.95,137.22,87.33,32.87,46.91,23.47,28.88,33.2,11.46,19.32,2.04,0.01,14.83,0.84,24.14,26.48
44,164.38,106.97,199.23,178.64,51.01,5.81,154.03,164.67,44.38,41.88,106.97,57.76,26.11,0.17,69.92,59.97
45,212.25,248.43,138.02,198.83,127.25,22.45,243.81,282.96,60.99,19.42,22.61,48.07,11.34,0.45,90.46,53.79
46,64.45,102.47,114.88,53.41,46.14,40.88,62.4,44.37,0.01,13.98,5.94,4.11,10.74,1.27,20.89,15.18
47,172.68,138.9,102.07,120.94,91.27,62.5,78.3,108.19,34.48,41.69,0.67,23.11,27.75,10.79,67.43,59.83
48,159.83,99.77,135.44,83.28,64.38,33.48,121.61,129.63,20.27,18.83,29.73,23.65,23,1.84,42.11,17.14
49,42.42,112.66,80.86,58.14,35.66,24.17,62.47,53.13,3.41,13.01,0,5.94,0.74,1.64,6.93,9.67
50,188.19,235.47,140.97,146.31,76.07,69.79,142.14,82.65,58.39,25.27,0.49,11.94,10.71,52.4,19.1,89.05
51,56.93,110.35,41.65,80.84,61.37,40.42,49.5,73.18,17.46,9.68,0.85,29.92,11.93,15.47,13.21,21.63
52,175.68,163.99,74.88,81.5,60.51,12.22,98.71,80.55,13.51,16.01,20.72,4.5,6.08,0.12,17.53,37.93
53,105.71,112.52,88.71,119.52,23.91,45.88,120.15,110.64,28.69,16.6,26.13,25.66,1.23,12.14,47.01,50.06
54,105.58,139.85,84.02,107.51,46.91,37.42,138.4,102.64,0.02,1.71,4.38,20.38,8.82,9.44,31.75,21.88
55,55.42,100.38,69.81,41.52,62.81,60.09,48.88,59.32,2.39,9.26,0.06,9.05,12.53,32.7,13.21,22.27
56,158.03,230.92,146.02,55.73,76.94,65.61,180.45,154.16,66.5,45.86,0.15,35.45,33.64,17.16,27.78,5.98
57,155.64,122.31,117.39,26.63,119.41,35.17,50.24,41.32,39.04,20.69,1.98,6.96,0.03,4.08,11.18,17.2
58,137.03,92.46,77.75,64.7,41.7,38.93,96.5,59.52,29.58,15.38,1.16,18.15,20.98,12.59,25.47,17.61
59,139.37,135.9,53.51,47.02,16.19,32.34,113.3,63.34,32.32,21.31,3.36,6.56,0.08,12.52,23.32,38.75
60,93.3,114.29,23.79,25.9,16.91,16.16,35.2,47.42,5.98,6.36,6.34,10.1,0.06,2.62,2.87,10.97
61,112.94,266.28,128.36,111.68,69.09,39.25,174.49,126.29,42.65,24.83,14.48,33.77,0.6,12.61,40.38,75.03
62,120.23,176.37,142.77,64.28,81.88,27.42,108.49,119.49,28.16,37.7,51.73,15.29,13.52,1.04,33.06,28.83
63,186.58,74.89,99.76,125.27,91.08,35.08,117.05,79.66,45.24,10.74,0.62,27.38,26.74,10.74,14.08,46.87
64,330.37,279.77,195,144.79,22.56,45.82,197.69,210.57,103.72,43.46,115.61,33.86,19.93,1.2,47.01,29.92
65,215.36,241.91,115.52,293.29,56.86,59.5,236.27,197.09,14.9,6.05,53.22,21.89,0.12,12.19,80.12,50.65
66,152.46,112.06,90.06,121.5,42.76,30.01,122.68,132.41,15.12,26.1,64.77,10.33,9.81,0.63,25.73,34.1
67,283.06,174.49,106.47,166.13,60.04,40.83,198.68,201.82,50.91,52.33,59.75,37.33,3.12,0.03,62.53,59.63
68,207.8,182.43,86.48,80.02,122.15,67.88,95.51,108.83,15.23,25.3,4.62,20.69,30.22,0.1,7.42,27.15
69,384.44,430.22,122.94,181.75,95.48,83.85,252.62,259.29,101.62,75.12,69.74,75.98,24.07,1.35,100.76,103.34
70,757.8,829.77,727.13,260.6,182.27,71.91,515.28,460.68,171.27,117.83,318.1,76.35,0.14,10.55,174.36,171.85
71,73.66,79.6,85.52,38.65,39.47,26.31,36.99,54.82,18.94,0.06,2.35,3.47,5.36,13.93,19.39,11.8
72,159.68,136.21,60.97,82.84,79.01,144.77,95.12,75.78,28.69,20.52,6.25,0.24,17.56,29.2,20.82,30.71
73,80.57,91.96,56.28,31.88,78.1,28.33,54.69,55.88,16.38,0.01,4.59,2.69,4.94,0.77,17.33,3.81
74,169.72,108.65,115.17,93.36,81.64,57.26,100.06,79.81,23.33,25.41,3.88,38.66,0.09,29.07,22.28,27.97
75,92.49,85.61,80.44,76.35,28.63,33.34,94.41,105.44,12.86,5.48,18.38,22.61,5.74,0.28,26.22,21.03
76,189.2,183.64,121.69,165.9,55.46,17.69,156.85,141.85,46.84,27.98,10.63,44.29,5.24,0.15,25.14,52.62
77,144.54,134.78,124.53,160.21,78.01,54.07,109.51,125.05,45.29,12.05,0.91,36.8,19.29,23.95,37.4,31.35
78,211.5,231.38,59.87,96.73,26.87,16.65,115.54,170.67,53.57,4.74,9.67,14.51,5.64,0.1,24.96,40.02
79,136.37,184.39,106.62,52.63,80.31,66.66,71.29,83.41,18.06,0.31,15.39,0,1.69,19.96,19.93,26.26
80,122.21,96.77,100.65,79.11,40.53,31.35,73.34,91.52,21.51,17.16,0.01,19.3,7.29,1.02,7.35,5.57
81,285.09,277.83,230.12,123.35,126.14,159.64,233.28,118.82,65.52,8.57,18.87,21.41,0.26,18.81,46.6,44.37
82,761.85,701.86,408.25,559.85,342.15,273.59,334.6,165.86,255.23,94.04,300.11,11.61,197.08,186.87,311.13,218.7
83,248.38,364.26,99.18,402.31,39.95,288.91,353.51,100.37,79.08,9.32,139.71,8.57,0.18,12.76,106.92,116.17
84,530.73,385.58,47.6,156.32,104.19,74.22,157.44,236.2,147.75,4.27,164.46,10.51,0.03,7.05,109.32,100.51
85,340.69,122.72,149.73,219.76,140.77,306.08,117.7,153.8,93.81,23.64,35.59,15.5,0.71,68.57,48.21,69.92
86,358.73,478.42,100.19,264,192.62,148.91,188.51,201.64,136.38,0.15,67.81,38.64,8.37,50.87,132.77,142.7
87,395.21,677.11,159.04,358.73,308.8,599.96,344.06,234.62,91.83,4.38,175.79,144.2,54.48,108.77,188.19,165.85
88,286.78,577.11,217.98,125.06,91.62,116.27,230.73,169.32,113.48,46.82,69.33,37.71,0.1,7.49,93.76,99.02
89,738.09,983.92,232.62,415.36,147.13,219.74,409.76,729.69,215.82,2.29,118.58,104.02,47.46,64.26,194.92,146.2
90,364.54,618.22,301.16,270.92,152.16,186.96,376.83,309.72,71.24,63.5,100.93,57.43,3.16,44.17,98.44,81.45
91,496.43,665.7,167.93,544.55,173.16,88,260.72,69.79,80.67,3.15,199.63,107.04,0.01,30.67,124.2,126.5
92,164.93,213.64,88.49,67.71,32.25,45.56,89.02,79.98,35.04,8.45,6.7,20.75,0.21,22.09,21.99,13.72
93,140.08,247.14,256.69,247.33,225.19,224.3,225.71,225.82,5.24,13.41,0.33,29.12,0,4.53,35.92,20.99
94,219.83,137.24,42.89,125.95,128.85,87.56,124.82,101.51,37.68,0.18,21.34,31.33,6.38,26.48,40.97,14.45
95,206.98,282.12,141.67,76.3,143.21,69.71,167,131.79,40.35,0.95,28.19,27.39,16.35,20.38,37.91,29.52
96,91.32,139.62,115.92,31.26,42.53,81.2,75.37,64.76,23.97,23.86,18.74,1.02,11.95,28.74,38.45,41.81
97,339.86,380.81,161,50.15,105.31,16.19,86.81,103.62,51.65,12.14,11.42,16.87,14.84,0.34,48.71,31.61
98,312.17,370.48,76.59,298.97,111.86,187.89,180.14,199.9,134.5,18.16,0.89,20.93,25.29,83.89,74.72,100.08
99,178.7,323.55,54.9,77.76,63.43,170.64,79.98,119.26,0.01,2.06,9.89,24.04,5.33,21.93,55.84,32.45
100,201.23,193.51,62.26,128.63,30,98.49,140.11,176.39,44.88,15.52,32.46,27.43,1.2,21.37,28.03,33.18
101,1889.45,3158.99,1389.59,249.5,1079.93,1049.06,42.39,1068.97,784.2,590.03,688.61,0.57,614.93,474.53,292.31,728.44
102,1447.82,1163.4,355.37,267.12,389.86,192.58,309.02,343.13,372.43,108.03,478.48,3.09,80.96,66.87,365.75,281.21
103,328.14,391.38,155.46,96.55,108.95,101.2,16.72,31.29,42.92,56.25,164.6,0.29,23.85,10.68,73.92,69.27
104,761.63,1173.27,332.62,239.87,860.93,110.41,763.27,814.07,393.9,82.22,331.31,73.05,101.89,4.55,408.65,365.39
105,785.21,1110.41,126.58,301.37,323.56,380.55,443.29,237.26,267.4,11.23,112.05,0,0,25.75,163.56,313.7
106,284.73,217.93,142.91,90.76,347.21,149.33,138.6,201.19,41.01,8.22,40.01,0.19,35.6,42.42,93.47,68.9
107,340.88,331.05,220.24,512.27,62.83,97.2,461.52,122.26,75.29,15.85,60.81,41.92,0.49,44.44,54.01,105.01
108,936.6,659.25,238.63,612.06,258.7,560.82,149.59,175.43,225.6,2.06,259.34,92.16,43.91,96.64,213.65,221.76
109,854.97,827.99,156.05,366.02,150.88,486.07,556.88,151.56,261.26,2.74,59.61,48.37,69.5,109.74,169.32,207.08
110,462.5,530.72,225.71,213.24,151.92,132.01,206.6,152.05,111.44,64.72,155.37,58.08,2.07,33.13,150.59,109.05
111,768.94,539.98,160.33,281.99,241.98,388.71,236.85,492.19,110.49,43.5,146.7,2.46,113.42,98.33,153.59,119.73
112,797.65,762.82,155.3,263.56,112.91,170.91,122.44,204.91,137.56,35.7,244.67,6.29,8.59,0.05,111.43,89.42
113,142.38,340.89,134.23,116.8,99.26,66.17,138.31,134.23,37.27,0,27.93,34.46,0.69,5.68,41.52,66.4
114,224,140.05,148.72,250.57,123.41,157.39,212.47,185.35,60.36,0.31,63.36,8.84,13.1,38.76,44.28,23.94
115,458.61,510.11,117.85,195.34,149.92,211.93,186.57,91.63,53.87,42.42,35.47,0,0,38.07,33.49,73.62
116,193.94,189.25,47.12,30.53,36.79,73.05,82.93,100.62,31.27,10.38,25.4,0.03,2.34,4.89,27.48,35.84
117,666.97,661.2,62.53,472.39,101,324.92,421.41,443.53,105.81,15.73,3.55,0.02,6.11,22.62,78.24,61.41
118,248.85,308.94,55.11,166,60.22,133.9,129.29,168.52,62.43,0,49.88,13.41,1.23,23.01,83.4,55.48
119,324.62,314.17,163.84,168.96,81.08,138.28,195.25,261.87,24.84,9.64,60.99,44.85,0,0.07,47.04,96.35
120,1220.52,1342.6,375.7,558.81,314.02,266.87,600.15,419.94,341.14,60.18,515.86,2.7,106.68,63.73,298.19,425.43
121,115.13,109.69,61.01,49.39,56.99,43.05,52.14,67.86,16.09,10.22,0.1,3.32,13.36,11.41,20.11,31.35
122,220.74,210.24,50.29,96.28,54.44,47.25,88.52,74.41,32.53,0.61,46.55,23.45,11.59,17.23,44.03,38.66
123,187.17,102.59,117.17,208.38,181.17,74.13,202.15,204.38,46.02,3.55,41.22,55.39,32.07,40.24,69.79,27.21
124,193.34,183.31,84.5,108.09,21.9,69.01,128.96,115.4,49.05,0.1,13.13,10.9,4.34,22.55,41.02,22.23
125,117.03,236.58,119.27,193.77,132.23,96.75,194.85,146.82,93.02,1.83,0.82,29.11,0,43.15,87.86,34.67
126,136.4,73.82,50.74,49.62,39.02,17.13,88.88,58.05,15.39,9.86,16.86,19.01,9.71,0.69,19.74,22.87
127,131.61,210.77,68.18,56.83,50.07,93.79,92.16,74.47,36.26,9.97,29.97,21.39,0.47,25.09,34.84,41.85
128,121.66,130.8,37.12,93.14,32.93,41.53,48.12,74.76,23.34,1.89,15.91,0.78,0,23.7,23.87,35.07
129,149.9,160.1,35.92,54.13,34.95,73.99,48.99,58.7,20.89,7.14,0.03,2.14,14.86,22.84,11.03,46.1
130,127.22,166.15,74.9,67.63,38.95,42.01,102.79,89.12,27.05,0.45,42.96,8.66,15.46,15.46,34.63,45.75
131,110.21,112.02,107.59,142.4,68.63,64.09,69.58,72.98,0.24,7.43,23.48,8.32,11.27,0,35.32,34.75
132,220.9,238.58,111.55,113.55,73.82,50.72,114.78,116.85,54.24,25.44,0.53,55.98,11.23,13.02,34.86,37.42
133,157.46,182.24,63.36,84.01,106.01,85.05,114.43,94.03,15.98,10.31,0.58,18.2,24.16,23.67,46.79,20.16
134,82.72,136.7,49.96,27.24,80.67,30.41,83.32,64.81,0.47,8.96,4.4,4.15,4.88,0,4.4,13.42
135,48.23,47.15,58.53,54.06,34.98,17.85,61.19,53.09,19.69,0,11.19,4.35,0.12,0.14,5.09,9.52
136,90,111.57,46.65,84.67,25.89,42.04,97.99,98.56,20.2,0.47,30.06,22.31,7.23,17.88,30.96,35.2
137,74.4,129.28,71.02,90.99,48.7,21,118.19,26.57,38.9,14.86,1.86,11,12.91,0.03,26.93,19.47
138,140.59,166,48.49,45.82,93.46,100.91,69.54,23,19.8,0.04,6.3,2.61,8.87,14.39,20.2,22.28
139,79,72.63,54.94,71.2,37.26,44.83,62.72,49.94,20.37,0.09,2.73,4.91,6.47,16.49,4.87,16.04
140,56.13,131.78,10.66,53.65,83.26,53.23,37.03,67.57,10.05,0.08,3.93,0,5.17,10.05,11.73,5.82
141,456.44,606.61,174.14,66.14,158.52,74.18,137.03,160.47,93.14,28.34,84.87,6.74,0.07,32.02,141.28,117.73
142,368.59,540.06,286.66,304.44,182.54,107.35,226.82,333.59,62.31,0.03,57.23,87.81,33.82,4.23,123.25,107.46
143,548.19,536.78,152.55,159.46,123.51,181.69,195.91,250.38,114.6,0.04,4.54,19.67,32.88,26.57,137.13,142.84
144,612.1,664.9,157.15,73.39,383.13,313.02,235.25,263.76,104.46,78.61,62.52,2.17,38,110.11,169.57,211.29
145,167.12,143.91,72.26,91.54,57.82,62.07,88.94,83.27,40.87,19.03,23.74,22.59,0.75,11.22,27.8,34.98
146,206.24,163.88,108.94,148.01,98.48,94.24,150.65,143.22,53.27,0.84,35.5,22.06,13.16,20.25,32.22,36.24
147,234.17,277.81,71.42,127.19,105.11,95.26,120.06,80.68,42.63,1.12,17.62,48.91,28.58,29.75,32.89,19.96
148,192.76,191.88,81.67,99.56,65.03,54.26,119.69,91.44,51.38,0.32,2.12,8.44,0,15.97,16.65,22.29
149,135.88,117,38.43,32.47,61.08,66.24,80.59,142.71,34.28,0.84,4.24,14.73,0.01,32.72,47.53,34.65
150,177.2,204.31,94.99,198.32,90.41,37.31,216.77,157.63,29.52,0.07,3.97,29.67,8.88,7.71,92.7,33.56
151,209.32,178.26,127.19,121.58,138.33,78.67,91.6,79.51,43.75,1.62,25.78,40.09,18.4,29.74,32.14,48.55
152,181.33,195.02,102.21,64.21,69.63,146.48,135.9,52.08,36.54,25.53,6.59,0.02,18.3,2.07,17.2,33.23
153,133.49,124.06,99.98,67.2,86.81,61.17,135.9,91.64,23,3.52,0.09,32.95,23.97,9.22,29.43,30.82
154,210.74,163.23,87,66.36,92.92,56.73,111.78,50.34,45.8,0.42,80.09,9.46,17.35,30.14,40.2,31.32
155,123.23,176.14,41.48,144.32,49.22,23.62,85.94,95.84,36.89,0.31,42.64,28.17,7.36,10.89,35.47,19.6
156,248.9,228.07,67.67,97.04,59.66,57.34,134.23,138.76,72.9,3.01,76.67,28.16,27.39,36.97,67.83,47.3
157,229.45,198.27,82.52,34.73,52.64,63.8,47.36,54.14,20.68,0.03,2.6,8.42,4.5,4.96,29.13,11.28
158,220.41,222.07,104.93,159.6,39.4,105.46,173.47,114.88,76.26,0.02,65.78,58.18,2.35,19.96,68.04,63.56
159,140.09,242.86,75.77,135.86,162.59,56.74,200.61,137.58,23.93,0.64,10.14,43.94,20.45,0,34.57,40.83
160,451.21,462.47,155.17,341.63,155.41,152.4,301.17,188.28,105.43,4.28,61.84,93.87,52.15,44.5,115.25,95.62
161,107.7,111.16,73.33,83.42,54.95,32.47,89.46,80.04,48.99,38.06,86.2,32.58,18.87,3.2,66.06,43.25
162,85.08,76.26,74.77,89.71,64.97,25.35,97.73,92.2,47.74,44.72,61.85,59.76,28.57,6.58,48.07,35.79
163,84.65,112.93,77.23,50.12,41.29,29.51,86.77,70.78,38.87,38.84,78.98,28.76,17.09,2.58,44.65,42.03
164,77.33,77.72,92.49,89.04,75.12,42.2,92.38,70.23,31.09,48.54,49.91,29.83,19.95,4.3,40.71,38.94
165,123.3,142.62,81.02,80.4,56.28,31.52,98.42,85.04,53.44,34.45,100.56,40.44,23.82,3.98,61.16,53.66
166,185.63,197.45,117.37,170.04,63.82,33.67,182.04,174.65,86.03,69.95,123.81,73.43,19.27,1.88,85.93,116.55
167,100.38,65.91,79.05,61.27,60.3,31.67,86.82,80.18,38.03,44.8,56.01,30.65,22.47,5.03,44.55,39.84
168,124.76,144.9,118.09,102.28,97.94,68.16,99.01,93.52,55.02,47.12,86.02,45.91,38.4,10.18,62.81,53.75
169,104.93,120.35,89.05,62.13,53.21,22.72,101.75,99.34,39.94,45.07,74.92,16.43,17.74,2.24,49.43,59.45
170,158.85,152.9,152.24,109.5,109.71,74.19,121.5,116.29,73.28,75.8,101.03,69.32,50.23,15.88,81.51,87.39
171,169.16,171.02,128.88,134.26,80.32,39.78,170.44,128.51,47.85,69.22,108,84.27,43.27,9.25,94.71,56.02
172,64.75,79.79,58.09,36.79,39,13.59,50.26,50.7,16.8,23.68,23.54,8.05,7.38,0.68,14.46,26.08
173,80.72,115.53,50.54,71.82,51.7,11.11,78.81,59.25,36.13,37.14,45.84,20.99,18.11,1.07,36.55,36.42
174,75.43,97.14,82.47,54.86,57.26,18.67,73.14,39.74,23.28,32.56,25.99,20.31,19.48,3.59,38.09,45.38
175,42.65,103.24,74.48,64.55,47.62,22.04,86.28,61.63,42.27,9.23,51.28,35.32,17.34,0.83,43.76,37.94
176,62.62,122.56,74.66,51.99,85.3,42.27,83.78,68.22,39.77,38.62,67.37,19.19,10.99,0.98,33.88,40.71
177,136.68,115.3,116.58,71.63,64.22,51.92,100.01,104.73,56.47,49.19,79.91,46.41,35.53,9.24,62.29,66.3
178,112.27,139.75,124.85,112.57,102.13,46.81,155.51,103.68,51.61,70.99,92.72,48.41,48.27,14.09,56.37,65.41
179,100.12,114.91,89.44,83.08,64.39,19.71,94.84,71.97,34.94,47.51,51.37,31.3,25.78,3.38,57.3,55.24
180,87.51,70.51,62.45,40.96,41.21,15.68,63.97,55.52,25.07,22.2,67.99,16.04,6.7,0.51,32.52,35.61
181,179.23,142.49,146.55,140.5,117.49,61.5,160.45,139.62,93.69,96.9,126.19,85.91,58.89,19.35,87.69,89.27
182,179.88,225.76,149.68,150.51,101.3,33.55,143.71,160.55,92.04,72.34,163.15,57.5,50.63,4.99,86.39,96.29
183,100.67,130.32,61.69,119.42,44.75,18.29,125.25,103.92,42.45,28.92,89.63,47.31,14.85,1.69,47.45,43.98
184,131.98,84.67,65.13,70.97,49.25,14.24,80.9,67.29,46.79,34.7,48.33,30.9,8.41,0.54,38.64,28.48
185,155.03,103.59,125.17,100.08,92.15,36.85,119.39,137.77,72.64,80.69,88.11,50.21,37.66,8.76,56.78,77.73
186,63.01,80.44,38.35,51.71,27.12,7.23,75.23,56.04,23.88,16.96,58.28,18.36,4.14,0.21,28.55,31.81
187,181.04,190.28,137.46,99.54,90.43,40.24,151.2,136.02,74.54,48.27,121.31,71.53,36.85,7.14,80.82,86.71
188,97.2,88.9,74.49,66.74,53.09,8.06,56.79,75.47,37.02,35.93,54.8,22.89,21.88,0.67,41.02,28.94
189,136.49,119.02,105.5,97.48,46.12,13.36,104.98,114.19,70.65,57.27,91.79,59.83,26.71,1.31,67,66.97
190,172.47,221.95,163.6,236.62,114.94,61.76,170.84,174.31,92.82,78.73,160.26,81.96,53.71,12.19,111.86,131.62
191,138.6,123.28,113.45,101.05,63.15,13.6,140.98,131.05,36.53,38.47,65.7,41.71,28.19,1.31,51.73,41.73
192,58.15,97.95,53.57,63.02,25.91,16.66,93.74,62.79,37.61,26.19,44.57,27.79,17.46,2.83,37.12,46.36
193,91.84,78.48,51.23,71.49,52.59,16.12,70.34,67.69,18.26,26.55,28.76,22.52,6.34,0.44,19.13,28.94
194,82.47,104.08,69.96,61.38,46.88,24.98,67.37,75.02,33.24,25.19,52.49,35.4,5.26,0.27,34.92,26.95
195,98.8,145.75,75.83,72.98,65.76,34.25,93.48,101.76,27.74,33.85,76.72,32.97,13.91,1.33,42.66,48.06
196,67.38,72.66,54.19,54.31,37.45,23.33,34.55,23.96,15.44,14.19,0.04,8.32,8.8,1.6,19.44,24.18
197,58.65,95.68,72.64,57.42,40.08,30.67,71.74,57.7,29.36,24.66,70.79,33.4,6.5,0.44,48.9,41.53
198,93.49,132.11,71.64,87.11,51.25,27.05,95.31,81.61,12.79,29.68,102.05,34.83,14.95,1.24,51.97,52.52
199,101.41,104.25,81.3,49.92,84.18,35.66,58.31,62.7,38.1,54.24,55.68,17.4,34.8,2.9,40.03,42
200,63.97,69.62,55.88,62.27,55.74,20.74,80.89,69.64,17.09,16.86,20.27,25.49,8.77,0.95,22.29,31.81
201,91.9,77.87,88.07,55.43,58.24,8.65,108.24,111.93,41.46,42.72,61.15,39.36,23.62,0.67,48.39,33.79
202,84.99,99.57,99.58,80.97,44.58,21.91,90.75,67.52,43.95,29.78,81.49,31.73,16.15,2.62,58.46,57.89
203,113.7,111.97,112.46,72.2,73.01,6.67,101.7,95.55,54.07,54.13,73.91,39.24,16.04,0.39,64.22,73.51
204,111.77,98.58,73.01,81.94,37.33,16.24,68.49,95.72,47.54,30.82,66.61,38.3,16.42,2.36,43.3,36.17
205,105.82,86.4,90.91,75.02,52.57,23.61,110.87,104.19,46.03,53.2,86.4,36.57,9.11,0.75,53.16,33.49
206,64.93,71.14,92.23,85.24,48.58,13.47,67.76,71.92,39.54,45.48,69.44,34.15,18.54,1.97,43.67,41.19
207,110.05,120.19,111.92,95.42,52.47,14.94,117.79,82.08,67.25,57.78,101.64,43.18,22.26,1.86,38.74,55.3
208,119.68,100.32,69.89,52.91,33.66,34.59,88.2,84.84,54.42,40.93,90.4,41.53,14.67,1.8,54.73,63.05
209,95.23,118.96,97.43,83.84,73.25,34.15,126.34,102.9,60.35,51.02,95.59,40.02,29.64,6.95,54.57,52.33
210,149.33,135.24,95.75,79.05,49.73,27.44,105.07,92.99,63.13,63.92,110.73,34.14,21.6,3.12,64.71,60.75
211,74.39,104.23,55.31,56.98,27.94,4.72,64.56,53.62,28.8,30.38,21.47,17.26,14.04,0.21,42.96,31.61
212,70.38,76.47,51.74,50.37,11.41,7.64,67.28,60.6,26.84,12.75,37.98,19.14,0,0.11,36.37,26.27
